Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
IVESON HOUSE,90,144,200,282,372,456,619,919,1311,1779,2214,2510,2878,3272,3716,4170,4681,5192,5734,6255,6752,7219,7646,8044,8406,8748,8752,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
JARRATT STREET,88,130,170,232,301,367,496,676,885,1132,1349,1469,1632,1815,2022,2233,2475,2717,2975,3221,3461,3693,3913,4125,4328,4531,4540,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KEDDINGTON ROAD,79,133,189,272,364,449,614,826,1055,1325,1719,2291,2788,3256,3516,3772,4004,4146,4285,4386,4477,4536,4574,4603,4611,4629,4635,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KEIGHLEY,76,106,136,181,231,280,373,539,758,1019,1264,1434,1643,1866,2114,2368,2654,2942,3246,3538,3816,4078,4319,4544,4750,4945,4951,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KENMORE ROAD,52,90,127,182,244,302,415,557,707,885,1054,1173,1309,1458,1622,1788,1966,2133,2306,2463,2615,2757,2888,3014,3130,3247,3249,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KILLINGHALL ROAD,2,3,3,4,5,6,8,16,28,44,59,71,86,101,118,135,154,173,194,214,232,250,265,280,292,303,303,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KILNHURST,139,240,345,496,663,817,1116,1582,2145,2814,3491,4054,4672,5319,6020,6733,7512,8262,9039,9751,10417,11019,11555,12042,12464,12855,12862,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KING GEORGE DOCK,8,13,18,26,34,42,57,78,102,131,160,183,209,237,266,297,330,362,395,425,453,478,501,523,541,559,559,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KIRK DRIVE,47,78,108,152,199,242,326,505,751,1045,1328,1536,1785,2048,2341,2641,2976,3311,3666,4008,4333,4634,4907,5156,5378,5582,5584,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KIRK SANDALL,61,103,144,202,265,323,438,622,849,1118,1392,1619,1867,2125,2406,2691,2999,3291,3593,3879,4148,4391,4606,4799,4964,5114,5118,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KIRKBURN,23,31,41,57,75,89,117,174,252,345,563,999,1350,1658,1740,1816,1872,1858,1843,1813,1777,1723,1657,1585,1500,1421,1425,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
KIVETON PARK,60,102,168,280,394,478,632,874,1155,1476,1920,2526,3053,3556,4038,4513,4820,4972,5071,5130,5171,5152,5106,5045,4953,4870,4874,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEA ROAD,95,158,222,316,423,523,716,943,1172,1442,1729,1993,2261,2538,2804,3071,3347,3584,3820,4021,4212,4382,4535,4680,4809,4943,4950,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEASOWE ROAD,62,99,137,192,253,310,419,601,828,1098,1342,1490,1682,1892,2131,2375,2651,2928,3222,3499,3765,4020,4258,4482,4691,4893,4896,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEDSTON,102,176,259,384,522,644,879,1194,1539,1944,2381,2797,3215,3644,4097,4553,4994,5378,5760,6094,6404,6673,6905,7112,7284,7449,7451,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEEDS ROAD,37,62,96,152,209,254,340,474,633,817,1124,1626,2046,2436,2721,2999,3163,3216,3249,3255,3250,3197,3128,3052,2958,2874,2875,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEGRAMS MILL LANE,39,59,77,105,135,164,219,358,560,804,1036,1204,1409,1625,1869,2117,2397,2683,2987,3282,3561,3823,4061,4280,4477,4659,4662,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LEYLANDS ROAD,43,55,63,77,91,105,132,199,294,407,458,380,360,360,378,401,445,510,597,706,828,969,1122,1288,1472,1671,1674,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LIVERSEDGE,51,78,105,145,187,226,303,453,655,896,1136,1326,1544,1771,2021,2275,2557,2833,3124,3401,3661,3899,4113,4306,4475,4628,4631,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LOUTH,101,158,215,301,396,486,659,882,1125,1413,1763,2170,2551,2925,3199,3475,3745,3958,4174,4359,4533,4681,4811,4929,5028,5132,5146,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LOW MOOR,32,50,69,96,125,153,207,305,432,585,742,877,1025,1178,1345,1515,1702,1884,2074,2252,2418,2569,2702,2822,2925,3017,3019,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LOWFIELDS,7,8,9,12,14,17,22,29,38,48,58,65,73,82,92,102,113,123,135,145,155,165,174,183,191,198,199,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
LOXLEY ROAD,8,12,17,25,32,39,51,73,101,134,173,215,256,296,337,377,414,443,471,496,519,537,552,564,573,582,582,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MANCHESTER ROAD,33,41,48,60,73,85,109,155,218,294,346,346,369,401,441,485,539,600,670,744,820,901,983,1066,1152,1241,1245,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MANSFIELD ROAD 1,47,80,116,168,221,269,363,604,953,1370,1800,2183,2607,3040,3518,4003,4535,5059,5609,6127,6608,7043,7425,7763,8048,8296,8297,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MANSFIELD ROAD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MARKHAM GATES,102,177,253,361,480,590,806,1147,1561,2054,2558,2992,3463,3954,4487,5027,5597,6134,6688,7202,7685,8122,8509,8859,9161,9441,9444,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MARMION ROAD,78,116,153,208,267,320,426,719,1157,1681,2154,2447,2840,3261,3745,4241,4808,5394,6029,6659,7263,7838,8369,8866,9324,9757,9762,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
MARSDEN ROAD,30,44,58,80,104,126,168,274,428,612,769,846,964,1094,1247,1404,1587,1779,1986,2192,2391,2585,2768,2942,3107,3266,3268,NPgY,Primary,NG FES - Electric Engagement (without DH HPs),Number of heat pumps (total)
