Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
YORK ROAD,2.307,2.265,1.974,1.939,1.905,1.867,1.747,1.607,1.421,1.178,0.818,0.733,0.655,0.574,0.499,0.419,0.325,0.223,0.124,0.005,0.004,0.004,0.003,0.002,0.001,0,0,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
YORK STREET,4.432,4.351,3.791,3.725,3.659,3.587,3.356,3.086,2.73,2.263,1.571,1.409,1.258,1.103,0.959,0.804,0.624,0.429,0.238,0.01,0.009,0.007,0.005,0.004,0.002,0.001,0.001,NPgY,Primary,NG FES - Hydrogen Evolution,Total installed non-renewable generation capacity (MW)
Barnsley Direct to Supply Points,6.385,6.385,0.001,0.704,0.785,0.866,0.925,0.732,0.497,0.367,0.277,0.278,0.279,0.281,0.282,0.284,0.286,0.288,0.289,0.292,0.294,0.297,0.3,0.305,0.312,0.316,0.316,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Bradford Direct to Supply Points,12.676,12.858,10.094,11.068,11.921,11.846,11.601,10.728,8.852,4.843,4.236,3.638,3.154,2.773,2.402,1.965,1.514,1.054,0.932,0.932,0.933,0.934,0.936,0.938,0.94,0.942,0.942,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Calderdale Direct to Supply Points,2.092,2.093,0,0.231,0.257,0.284,0.303,0.24,0.163,0.121,0.091,0.092,0.092,0.092,0.093,0.093,0.094,0.094,0.095,0.095,0.097,0.098,0.098,0.1,0.102,0.104,0.104,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
County Durham Direct to Supply Points,1.437,1.455,8.939,10.632,11.48,11.48,11.393,10.613,9.659,9.139,8.619,8.129,7.802,7.212,7.059,6.909,6.738,6.566,6.378,6.188,5.961,5.658,5.373,4.805,4.255,3.742,3.742,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Darlington Direct to Supply Points,0.316,0.315,1.933,2.3,2.482,2.482,2.464,2.295,2.089,1.976,1.864,1.758,1.688,1.56,1.527,1.494,1.457,1.421,1.379,1.339,1.289,1.224,1.162,1.039,0.921,0.81,0.81,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Doncaster Direct to Supply Points,28.962,29.284,17.795,20.24,21.827,21.778,21.409,19.669,16.119,8.92,7.753,6.702,5.849,5.179,4.527,3.758,2.965,2.154,1.942,1.945,1.949,1.954,1.959,1.969,1.979,1.988,1.988,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
East Riding of Yorkshire Direct to Supply Points,31.275,31.277,0.008,3.447,3.844,4.238,4.531,3.586,2.43,1.8,1.36,1.366,1.369,1.376,1.385,1.392,1.4,1.409,1.418,1.427,1.44,1.454,1.468,1.496,1.524,1.549,1.549,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Gateshead Direct to Supply Points,0.584,0.583,3.584,4.263,4.602,4.602,4.567,4.254,3.873,3.664,3.455,3.26,3.128,2.891,2.83,2.77,2.701,2.633,2.557,2.481,2.389,2.269,2.153,1.926,1.706,1.501,1.501,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Hambleton Direct to Supply Points,38.043,41.459,47.639,52.161,54.869,55.075,54.682,52.932,48.623,40.213,21.879,23.701,21.28,19.02,17.52,16.054,14.338,12.572,10.757,10.136,9.912,9.621,9.346,8.815,8.301,7.821,7.821,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Harrogate Direct to Supply Points,23.98,23.979,25.416,25.741,25.903,25.903,25.887,25.737,25.554,25.454,25.354,25.26,25.198,25.019,24.466,23.911,23.288,22.663,21.971,21.278,20.446,19.338,18.299,16.22,14.21,12.339,12.339,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Hartlepool Direct to Supply Points,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
"Kingston upon Hull, City of Direct to Supply Points",19.085,19.407,17.793,19.151,20.613,20.44,19.979,18.537,15.352,8.351,7.324,6.271,5.417,4.745,4.09,3.318,2.522,1.71,1.494,1.495,1.495,1.495,1.496,1.497,1.498,1.499,1.499,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Kirklees Direct to Supply Points,12.992,12.992,10.6,10.864,10.894,10.924,10.947,10.874,10.786,10.738,10.649,10.481,10.37,10.148,9.925,9.702,9.452,9.201,8.923,8.644,8.312,7.866,7.448,6.614,5.807,5.056,5.056,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Leeds Direct to Supply Points,15.725,15.725,0.004,1.731,1.933,2.132,2.279,1.803,1.221,0.904,0.684,0.687,0.688,0.691,0.696,0.698,0.705,0.709,0.712,0.718,0.722,0.73,0.738,0.754,0.766,0.779,0.779,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Newcastle upon Tyne Direct to Supply Points,0.047,0.047,0.289,0.343,0.37,0.37,0.368,0.342,0.311,0.295,0.278,0.262,0.252,0.232,0.228,0.223,0.217,0.212,0.206,0.199,0.192,0.183,0.173,0.155,0.137,0.12,0.12,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
North East Lincolnshire Direct to Supply Points,76.63,77.367,40.678,47.414,51.172,51.193,50.447,46.155,37.654,20.989,18.177,15.774,13.826,12.298,10.808,9.053,7.244,5.395,4.912,4.922,4.935,4.952,4.967,5,5.03,5.059,5.059,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
North Lincolnshire Direct to Supply Points,28.013,28.319,16.948,19.324,20.84,20.8,20.453,18.782,15.384,8.52,7.403,6.401,5.589,4.952,4.329,3.598,2.843,2.072,1.869,1.872,1.876,1.882,1.887,1.895,1.905,1.914,1.914,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
North Tyneside Direct to Supply Points,0.018,0.018,0.11,0.131,0.141,0.141,0.141,0.13,0.119,0.113,0.106,0.1,0.096,0.089,0.087,0.085,0.083,0.081,0.079,0.076,0.074,0.069,0.066,0.059,0.053,0.046,0.046,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Northumberland Direct to Supply Points,0.703,0.701,4.311,5.127,5.536,5.536,5.494,5.118,4.658,4.407,4.156,3.92,3.763,3.478,3.404,3.331,3.249,3.167,3.075,2.984,2.874,2.728,2.591,2.317,2.052,1.805,1.805,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Redcar and Cleveland Direct to Supply Points,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Rotherham Direct to Supply Points,5.798,5.798,0.002,0.639,0.712,0.786,0.84,0.665,0.451,0.334,0.252,0.253,0.254,0.255,0.257,0.258,0.26,0.261,0.263,0.265,0.267,0.27,0.272,0.277,0.282,0.287,0.287,NPgY,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
Ryedale Direct to Supply Points,1.386,1.383,8.497,10.107,10.912,10.912,10.83,10.088,9.182,8.687,8.193,7.727,7.417,6.855,6.711,6.567,6.405,6.243,6.062,5.882,5.666,5.378,5.108,4.567,4.044,3.558,3.558,NPgN,BSP,NG FES - Hydrogen Evolution,Direct connect non-renewable capacity (BSP Only) (MW)
