Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
PENISTONE ROAD,9.16,9.052,10.441,10.4,10.383,10.39,10.437,10.524,10.623,10.739,10.849,10.946,11.099,11.253,11.426,11.604,11.808,11.918,12.017,12.106,12.193,12.268,12.329,12.375,12.411,12.439,12.415,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PLANGEO,13.665,13.642,14.096,14.26,14.448,14.701,15.185,15.767,16.265,16.93,17.532,18.036,18.895,19.753,20.643,21.555,22.598,23.173,23.7,24.213,24.72,25.164,25.526,25.836,26.116,26.374,26.381,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
POLLINGTON,5.357,5.417,5.526,5.681,5.834,5.992,6.229,6.534,6.842,7.156,7.57,8.151,8.736,9.272,9.771,10.198,10.402,10.453,10.507,10.553,10.583,10.611,10.638,10.66,10.677,10.707,10.741,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PONTEFRACT LANE 1/2,13.244,13.169,13.947,14.03,14.229,14.523,14.917,15.334,15.743,16.179,16.643,17.113,17.576,17.984,18.354,18.663,18.921,19.076,19.175,19.248,19.285,19.296,19.284,19.251,19.208,19.152,19.123,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
POOL,7.534,7.471,7.43,7.415,7.408,7.416,7.465,7.562,7.675,7.796,7.949,8.151,8.373,8.587,8.799,8.99,9.119,9.161,9.2,9.234,9.258,9.277,9.289,9.292,9.286,9.279,9.256,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PRINCE OF WALES,12.958,13.168,17.111,17.469,17.857,18.286,18.969,19.735,20.4,21.13,21.875,22.662,23.757,24.777,25.825,26.84,27.824,28.323,28.805,29.271,29.719,30.112,30.432,30.716,30.977,31.232,31.321,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
PROSPECT ROAD,10.644,10.681,11.508,11.637,11.77,11.949,12.259,12.706,13.193,13.722,14.224,14.707,15.452,16.102,16.773,17.455,18.208,18.57,18.91,19.228,19.531,19.792,20,20.166,20.311,20.43,20.413,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
QUEENS ROAD,16.075,15.997,22.87,22.977,23.182,23.489,23.923,24.492,25.131,25.789,26.461,27.116,27.767,28.376,28.956,29.467,29.922,30.204,30.438,30.617,30.75,30.842,30.894,30.912,30.912,30.894,30.833,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
QUEENSBURY,14.044,14.138,14.288,14.557,14.872,15.242,15.83,16.748,17.755,18.797,19.783,20.713,22.054,23.299,24.589,25.903,27.359,28.111,28.831,29.521,30.177,30.743,31.192,31.562,31.879,32.147,32.146,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
RAWCLIFFE,2.66,2.694,2.736,2.827,2.917,3.034,3.207,3.402,3.634,3.881,4.169,4.522,4.886,5.216,5.523,5.802,6.028,6.167,6.303,6.414,6.512,6.604,6.702,6.781,6.851,6.918,6.973,NPgY,Primary,NG FES - Holistic Transition,Total peak demand with ToUT (MW)
