Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SCARBOROUGH 66/11KV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SEGHILL,107,189,270,389,520,637,744,1039,1374,1768,2268,2715,2997,3176,3308,3398,3442,3596,3736,3862,3973,4058,4152,4241,4314,4372,4374,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SESSAY BRIDGE_SOWERBY,54,85,115,160,210,257,300,410,532,675,876,1092,1219,1299,1359,1401,1425,1492,1551,1604,1650,1687,1728,1770,1803,1829,1833,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SEVERUS HILL,64,101,133,180,233,282,328,492,769,1108,1470,1688,1956,2187,2364,2498,2587,2754,2910,3043,3162,3267,3367,3451,3522,3577,3579,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SHERIFF HUTTON,71,105,137,183,235,287,333,474,681,930,1333,1842,2197,2454,2644,2788,2880,3053,3206,3335,3448,3547,3648,3742,3818,3875,3881,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SHOTTON,85,144,202,288,383,471,552,783,1079,1431,1821,2070,2278,2427,2537,2614,2657,2784,2903,3009,3100,3173,3253,3331,3396,3449,3452,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SIMONSIDE,71,120,169,240,319,391,457,662,950,1296,1635,1766,1931,2064,2163,2233,2271,2369,2463,2552,2630,2692,2763,2838,2901,2953,2954,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SKELDERGATE,79,109,136,175,221,266,307,424,593,793,923,844,862,898,931,956,973,1020,1066,1107,1144,1175,1211,1247,1280,1309,1313,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SKERNESIDE,139,239,337,481,642,789,924,1270,1634,2060,2615,3147,3466,3660,3809,3913,3970,4156,4332,4489,4630,4742,4850,4938,5009,5066,5070,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
SPADEADAM 20KV,29,40,52,68,86,104,120,176,272,390,573,792,955,1075,1164,1230,1271,1348,1415,1471,1519,1560,1605,1648,1683,1709,1710,NPgN,Primary,NG FES - Hydrogen Evolution (without DH HPs),Number of heat pumps (total)
