Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
HIBALDSTOW,21485.754,21632.111,22284.595,22437.63,22594.16,22754.245,22917.912,23085.155,23255.932,23430.171,23607.765,23788.574,23972.424,24159.108,24348.385,24539.982,24733.593,24928.875,25125.455,25322.927,25520.848,25718.745,25916.109,26112.4,26307.043,26499.43,26688.919,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HICKLETON,21236.208,21197.507,22111.068,22086.472,22068.676,22057.487,22052.698,22054.083,22061.399,22074.388,22092.773,22116.26,22144.54,22177.285,22214.15,22254.775,22298.78,22345.771,22395.335,22447.042,22500.446,22555.083,22610.473,22666.116,22721.5,22776.091,22829.34,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HILLCREST,17325.002,17122.336,16929.123,16744.971,16569.49,16402.289,16242.978,16091.171,15946.479,15808.517,15676.901,15551.246,15431.17,15316.291,15206.228,15100.603,14999.036,14901.15,14806.569,14714.916,14625.818,14538.901,14453.792,14370.119,14287.513,14205.604,14124.022,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HOLBECK,33189.431,32801.237,36866.421,36513.693,36177.574,35857.316,35552.173,35261.402,34984.262,34720.015,34467.922,34227.249,33997.263,33777.233,33566.429,33364.124,33169.594,32982.115,32800.965,32625.426,32454.78,32288.312,32125.307,31965.054,31806.843,31649.965,31493.716,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HOLDERNESS,17301.079,17167.504,17392.169,17274.266,17163.766,17060.373,16963.787,16873.703,16789.809,16711.791,16639.329,16572.098,16509.767,16452.001,16398.461,16348.802,16302.673,16259.719,16219.581,16181.894,16146.288,16112.387,16079.812,16048.179,16017.096,15986.169,15954.999,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HOLME UPON SPALDING MOOR,17496.978,17485.512,17870.672,17869.99,17874.537,17884.184,17898.784,17918.176,17942.183,17970.612,18003.255,18039.887,18080.268,18124.142,18171.237,18221.266,18273.924,18328.893,18385.838,18444.408,18504.236,18564.939,18626.119,18687.362,18748.237,18808.299,18867.085,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HONLEY,18701.382,18482.673,18274.167,18075.441,17886.072,17705.641,17533.725,17369.908,17213.772,17064.899,16922.874,16787.284,16657.716,16533.757,16414.996,16301.025,16191.434,16085.815,15983.763,15884.873,15788.739,15694.958,15603.129,15512.851,15423.722,15335.345,15247.322,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HOPE,20018.275,19787.644,19567.861,19358.478,19159.05,18969.129,18788.27,18616.03,18451.966,18295.634,18146.595,18004.406,17868.63,17738.826,17614.559,17495.39,17380.883,17270.605,17164.12,17060.994,16960.797,16863.095,16767.458,16673.456,16580.66,16488.641,16396.972,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HORBURY,18350.645,18343.554,21197.339,21201.358,21210.771,21225.449,21245.246,21269.999,21299.527,21333.632,21372.102,21414.704,21461.19,21511.295,21564.737,21621.217,21680.418,21742.007,21805.634,21870.931,21937.515,22004.983,22072.918,22140.883,22208.426,22275.078,22340.352,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HOUGHTON MAIN,23999.422,23955.236,23919.119,23890.892,23870.358,23857.3,23851.481,23852.646,23860.521,23874.812,23895.207,23921.373,23952.96,23989.597,24030.896,24076.446,24125.821,24178.573,24234.237,24292.326,24352.336,24413.743,24476.003,24538.555,24600.816,24662.185,24722.042,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HULL EAST 33/11KV,31335.99,31233.151,31141.807,31061.654,30992.369,30933.606,30885,30846.163,30816.687,30796.143,30784.081,30780.029,30783.494,30793.963,30810.901,30833.753,30861.94,30894.866,30931.91,30972.433,31015.771,31061.244,31108.145,31155.751,31203.313,31250.066,31295.218,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HUMBER ROAD,51058.445,51193.94,52266.51,52426.559,52598.786,52783.042,52979.12,53186.749,53405.6,53635.282,53875.344,54125.273,54384.496,54652.379,54928.227,55211.285,55500.735,55795.702,56095.245,56398.367,56704.006,57011.042,57318.292,57624.513,57928.402,58228.592,58523.658,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
HUNMANBY,20728.083,20496.77,20276.53,20066.911,19867.462,19677.731,19497.267,19325.619,19162.335,19006.967,18859.064,18718.175,18583.853,18455.648,18333.11,18215.791,18103.244,17995.019,17890.669,17789.747,17691.804,17596.394,17503.07,17411.384,17320.891,17231.143,17141.695,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
ICI FIBRES,23925.666,23820.733,25112.312,25025.777,24948.018,24878.737,24817.62,24764.341,24718.557,24679.915,24648.047,24622.57,24603.088,24589.191,24580.456,24576.445,24576.707,24580.777,24588.175,24598.409,24610.972,24625.343,24640.988,24657.359,24673.892,24690.011,24705.128,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
IDLE,21618.877,21365.367,21123.668,20893.29,20673.743,20464.541,20265.196,20075.223,19894.14,19721.464,19556.713,19399.41,19249.075,19105.232,18967.406,18835.123,18707.91,18585.296,18466.811,18351.986,18240.353,18131.447,18024.803,17919.958,17816.448,17713.813,17611.594,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
ILKLEY,16730.146,16534.038,16347.068,16168.858,15999.028,15837.201,15683.002,15536.055,15395.985,15262.42,15134.988,15013.317,14897.039,14785.784,14679.184,14576.873,14478.485,14383.655,14292.019,14203.216,14116.882,14032.658,13950.184,13869.1,13789.05,13709.676,13630.623,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
INGS LANE,18964.638,18743.019,19549.007,19347.646,19155.77,18972.954,18798.771,18632.797,18474.609,18323.785,18179.903,18042.544,17911.289,17785.721,17665.423,17549.98,17438.977,17332.001,17228.64,17128.484,17031.121,16936.144,16843.144,16751.715,16661.451,16571.947,16482.8,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
IVESON HOUSE,16238.94,16048.868,15867.661,15694.949,15530.366,15373.545,15224.123,15081.736,14946.02,14816.613,14693.156,14575.288,14462.65,14354.885,14251.635,14152.546,14057.262,13965.428,13876.694,13790.705,13707.111,13625.563,13545.711,13467.206,13389.701,13312.851,13236.308,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
JARRATT STREET,73423.339,73098.478,73291.306,73023.022,72781.727,72566.497,72376.367,72210.331,72067.338,71946.298,71846.077,71765.502,71703.353,71658.371,71629.255,71614.66,71613.201,71623.448,71643.932,71673.138,71709.512,71751.456,71797.33,71845.45,71894.093,71941.491,71985.834,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KEDDINGTON ROAD,15511.125,15560.291,15613.022,15669.323,15729.178,15792.554,15859.397,15929.636,16003.178,16079.913,16159.712,16242.425,16327.885,16415.903,16506.275,16598.773,16693.154,16789.154,16886.488,16984.855,17083.933,17183.381,17282.84,17381.929,17480.25,17577.386,17672.9,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KEIGHLEY,28193.987,27863.705,29629.585,29329.455,29043.445,28770.918,28511.24,28263.78,28027.908,27802.995,27588.414,27383.54,27187.751,27000.425,26820.942,26648.684,26483.035,26323.381,26169.108,26019.606,25874.265,25732.477,25593.636,25457.137,25322.377,25188.755,25055.672,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KENMORE ROAD,99987.079,99953.904,102055.023,102082.151,102138.571,102223.585,102336.402,102476.139,102641.819,102832.374,103046.642,103283.366,103541.2,103818.701,104114.335,104426.474,104753.398,105093.292,105444.25,105804.27,106171.258,106543.028,106917.299,107291.696,107663.753,108030.907,108390.506,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KILLINGHALL ROAD,2427.755,2399.301,2372.173,2346.315,2321.674,2298.194,2275.821,2254.5,2234.178,2214.799,2196.31,2178.657,2161.786,2145.644,2130.178,2115.334,2101.059,2087.301,2074.006,2061.122,2048.597,2036.377,2024.412,2012.648,2001.034,1989.519,1978.049,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KILNHURST,28833.815,28754.865,28686.157,28627.437,28578.43,28538.84,28508.35,28486.622,28473.299,28468.001,28470.329,28479.861,28496.158,28518.756,28547.172,28580.904,28619.425,28662.192,28708.638,28758.175,28810.196,28864.071,28919.152,28974.767,29030.226,29084.815,29137.802,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KING GEORGE DOCK,44590.855,44069.434,43572.341,43098.566,42647.102,42216.944,41807.093,41416.548,41044.316,40689.402,40350.817,40027.573,39718.685,39423.172,39140.054,38868.353,38607.096,38355.311,38112.03,37876.285,37647.112,37423.551,37204.643,36989.43,36776.96,36566.281,36356.443,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KIRK DRIVE,20296.473,20058.657,19831.925,19615.818,19409.877,19213.642,19026.659,18848.472,18678.628,18516.673,18362.157,18214.63,18073.643,17938.75,17809.503,17685.458,17566.171,17451.2,17340.103,17232.441,17127.775,17025.668,16925.682,16827.382,16730.336,16634.109,16538.269,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KIRK SANDALL,21060.894,20968.708,25393.062,25317.062,25248.785,25187.968,25134.334,25087.596,25047.454,25013.597,24985.699,24963.426,24946.428,24934.345,24926.804,24923.42,24923.796,24927.522,24934.177,24943.326,24954.525,24967.314,24981.222,24995.768,25010.456,25024.778,25038.216,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KIRKBURN,34445.923,34405.162,34375.5,34356.715,34348.557,34350.745,34362.969,34384.89,34416.139,34456.318,34504.999,34561.725,34626.009,34697.335,34775.158,34858.901,34947.961,35041.703,35139.463,35240.548,35344.233,35449.768,35556.368,35663.223,35769.491,35874.301,35976.751,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
KIVETON PARK,17167.964,17117.908,18206.877,18168.991,18136.945,18110.557,18089.636,18073.976,18063.361,18057.563,18056.339,18059.438,18066.594,18077.53,18091.957,18109.573,18130.065,18153.106,18178.36,18205.476,18234.092,18263.833,18294.313,18325.134,18355.885,18386.142,18415.47,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEA ROAD,29982.983,30059.538,30143.375,30234.474,30332.778,30438.197,30550.604,30669.839,30795.703,30927.964,31066.354,31210.571,31360.274,31515.09,31674.609,31838.386,32005.939,32176.754,32350.277,32525.922,32703.067,32881.051,33059.183,33236.732,33412.934,33586.987,33758.056,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEASOWE ROAD,30291.67,29937.563,31333.951,31012.205,30705.614,30413.495,30135.168,29869.955,29617.18,29376.169,29146.248,28926.748,28717,28516.335,28324.09,28139.6,27962.204,27791.242,27626.054,27465.986,27310.382,27158.589,27009.955,26863.831,26719.57,26576.523,26434.048,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEDSTON,47699.776,47171.407,46668.439,46189.836,45734.564,45301.589,44889.878,44498.398,44126.116,43772.001,43435.02,43114.142,42808.335,42516.569,42237.813,41971.037,41715.21,41469.303,41232.285,41003.128,40780.801,40564.277,40352.524,40144.516,39939.221,39735.613,39532.661,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEEDS ROAD,11841.912,11703.372,11571.294,11445.409,11325.452,11211.153,11102.249,10998.473,10899.562,10805.25,10715.276,10629.377,10547.291,10468.758,10393.517,10321.309,10251.875,10184.958,10120.299,10057.642,9996.731,9937.311,9879.127,9821.926,9765.453,9709.456,9653.684,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEGRAMS MILL LANE,23185.24,22913.678,22654.775,22408.007,22172.848,21948.777,21735.272,21531.813,21337.882,21152.963,20976.54,20808.1,20647.129,20493.117,20345.555,20203.934,20067.747,19936.49,19809.657,19686.748,19567.259,19450.693,19336.549,19224.331,19113.542,19003.69,18894.279,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LEYLANDS ROAD,51979.667,51371.115,52178.117,51625.138,51098.183,50596.079,50117.659,49661.758,49227.214,48812.869,48417.568,48040.16,47679.495,47334.429,47003.82,46686.527,46381.416,46087.353,45803.209,45527.856,45260.171,44999.034,44743.327,44491.935,44243.746,43997.651,43752.545,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LIVERSEDGE,23132.764,22862.132,24585.476,24339.568,24105.236,23881.961,23669.222,23466.501,23273.283,23089.051,22913.291,22745.492,22585.142,22431.732,22284.753,22143.699,22008.064,21877.345,21751.037,21628.641,21509.656,21393.582,21279.924,21168.184,21057.868,20948.482,20839.534,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LOUTH,52265.51,52432.949,52612.362,52803.767,53007.117,53222.299,53449.136,53687.388,53936.748,54196.845,54467.243,54747.444,55036.88,55334.924,55640.879,55953.988,56273.425,56598.302,56927.665,57260.495,57595.708,57932.157,58268.626,58603.839,58936.451,59265.055,59588.176,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LOW MOOR,18745.34,18525.711,18316.319,18116.738,17926.546,17745.32,17572.637,17408.078,17251.224,17101.657,16958.96,16822.717,16692.514,16567.939,16448.579,16334.023,16223.862,16117.686,16015.089,15915.664,15819.006,15724.71,15632.374,15541.595,15451.974,15363.109,15274.602,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LOWFIELDS,19613.094,19402.275,19201.762,19011.139,18829.991,18657.901,18494.453,18339.23,18191.813,18051.787,17918.731,17792.228,17671.858,17557.202,17447.839,17343.35,17243.313,17147.308,17054.911,16965.701,16879.254,16795.148,16712.959,16632.262,16552.632,16473.644,16394.872,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
LOXLEY ROAD,6062.805,5991.934,5924.371,5859.978,5798.617,5740.153,5684.45,5631.371,5580.782,5532.547,5486.532,5442.602,5400.624,5360.464,5321.99,5285.067,5249.564,5215.349,5182.29,5150.255,5119.114,5088.735,5058.989,5029.745,5000.874,4972.245,4943.732,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MANCHESTER ROAD,29924.83,29573.935,29239.389,28920.514,28616.631,28327.066,28051.146,27788.199,27537.556,27298.549,27070.514,26852.786,26644.704,26445.609,26254.841,26071.746,25895.669,25725.957,25561.961,25403.03,25248.519,25097.782,24950.176,24805.059,24661.791,24519.734,24378.251,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MANSFIELD ROAD 1,19346.566,19120.216,18904.424,18698.751,18502.76,18316.017,18138.085,17968.532,17806.927,17652.837,17505.833,17365.487,17231.371,17103.059,16980.126,16862.148,16748.702,16639.368,16533.723,16431.35,16331.829,16234.744,16139.678,16046.217,15953.948,15862.456,15771.33,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MANSFIELD ROAD 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MARKHAM GATES,23475.908,23371.317,23275.92,23189.448,23111.619,23042.137,22980.691,22926.96,22880.606,22841.281,22808.621,22782.25,22761.778,22746.802,22736.905,22731.657,22730.615,22733.321,22739.306,22748.085,22759.161,22772.022,22786.146,22800.994,22816.014,22830.642,22844.299,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MARMION ROAD,14602.742,14432.008,14269.24,14114.109,13966.283,13825.434,13691.235,13563.358,13441.477,13325.268,13214.406,13108.568,13007.431,12910.673,12817.974,12729.015,12643.475,12561.037,12481.383,12404.197,12329.164,12255.968,12184.295,12113.832,12044.268,11975.289,11906.586,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MARSDEN ROAD,56238.174,55582.206,54956.88,54360.926,53793.076,53252.068,52736.639,52245.533,51777.497,51331.28,50905.634,50499.315,50111.084,49739.702,49383.935,49042.553,48714.326,48398.03,48092.444,47796.349,47508.529,47227.772,46952.868,46682.611,46415.798,46151.227,45887.702,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MARTONGATE,19518.258,19494.137,20314.182,20302.556,20296.97,20297.264,20303.261,20314.768,20331.574,20353.452,20380.16,20411.438,20447.008,20486.578,20529.838,20576.462,20626.106,20678.41,20732.998,20789.477,20847.438,20906.453,20966.08,21025.858,21085.311,21143.946,21201.253,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MELTHAM,14127.229,13962.109,14267.088,14117.061,13974.1,13837.888,13708.108,13584.443,13466.579,13354.201,13246.995,13144.648,13046.849,12953.286,12863.65,12777.629,12694.917,12615.206,12538.187,12463.556,12391.006,12320.233,12250.934,12182.805,12115.544,12048.85,11982.422,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
MEXBOROUGH 1_2,49521.637,49307.785,49806.773,49630.867,49473.069,49332.762,49209.304,49102.02,49010.21,48933.143,48870.059,48820.17,48782.658,48756.679,48741.356,48735.786,48739.037,48750.145,48768.121,48791.945,48820.568,48852.912,48887.87,48924.307,48961.058,48996.928,49030.695,NPgY,Primary,NG FES - Electric Engagement,I&C (MWh)
