Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
SOUTH ELMSALL,3.725,3.838,3.804,4.044,4.312,4.545,4.693,5.217,5.716,6.179,6.562,6.614,6.955,7.222,7.509,7.779,8.059,8.339,8.012,8.319,8.619,8.924,9.242,9.532,9.836,10.138,10.139,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTH FERRIBY,2.983,3.128,3.23,3.485,3.77,4.014,4.204,4.879,5.535,6.187,6.799,7.281,7.602,7.822,8.065,8.281,8.506,8.724,8.198,8.446,8.692,8.937,9.199,9.44,9.679,9.922,9.926,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTH KIRKBY,6.556,6.713,6.763,7.1,7.388,7.72,7.912,7.177,7.923,8.537,9.124,9.38,9.848,10.167,10.56,10.879,11.263,11.599,11.147,11.518,11.929,12.295,12.73,13.128,13.543,13.957,13.959,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTH RESTON,12.108,12.222,12.297,12.838,13.447,13.934,14.308,15.868,17.412,19.026,20.58,22.009,22.657,22.904,23.236,23.445,23.68,23.869,21.999,22.252,22.513,22.748,23.022,23.281,23.487,23.713,23.717,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTH STREET,2.289,2.385,2.355,2.478,2.609,2.737,2.818,2.98,3.126,3.219,3.261,3.05,3.241,3.469,3.694,3.936,4.182,4.441,4.624,4.896,5.156,5.431,5.708,5.959,6.24,6.514,6.515,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTHGATE,4.963,5.191,5.444,5.717,6.051,6.343,6.54,7.435,8.282,9.105,9.832,10.241,10.653,10.929,11.235,11.502,11.779,12.047,11.269,11.579,11.887,12.192,12.522,12.827,13.121,13.423,13.431,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOUTHWOOD ROAD,4.233,4.505,4.706,5.457,6.299,7.014,7.577,9.673,11.698,13.719,15.621,17.19,18.113,18.723,19.404,19.996,20.613,21.207,19.561,20.247,20.929,21.605,22.334,23.009,23.661,24.331,24.348,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SOWERBY BRIDGE 33/11KV,5.065,5.188,5.094,5.206,5.336,5.469,5.506,5.654,5.748,5.736,5.596,4.901,5.127,5.429,5.72,6.041,6.365,6.709,7.01,7.371,7.718,8.084,8.455,8.792,9.167,9.533,9.538,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SPARK MILL LANE,6.34,6.72,6.953,7.762,8.675,9.451,10.029,12.296,14.468,16.614,18.588,20.033,21.054,21.733,22.489,23.148,23.834,24.496,22.66,23.423,24.181,24.934,25.746,26.496,27.222,27.968,27.986,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
SPENBOROUGH,4.153,4.274,4.12,4.272,4.437,4.592,4.646,4.836,4.983,5.04,4.978,4.389,4.642,4.928,5.212,5.513,5.82,6.141,6.294,6.633,6.959,7.301,7.647,7.962,8.311,8.651,8.653,NPgY,Primary,NG FES - Holistic Transition,Total installed generation capacity (MW)
