Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
ELMHIRST LANE 2,40,69,103,155,209,256,345,485,651,847,1071,1334,1596,1855,2109,2358,2583,2761,2952,3117,3262,3387,3488,3572,3633,3690,3692,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ELSECAR,88,155,221,317,423,525,721,986,1274,1617,1957,2267,2613,2986,3379,3778,4219,4632,5067,5453,5814,6146,6432,6685,6898,7096,7099,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
ENDIKE LANE,80,132,185,262,347,428,585,846,1176,1570,1969,2344,2764,3210,3683,4164,4695,5208,5735,6220,6684,7110,7476,7796,8062,8301,8304,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
EPWORTH,50,80,127,201,276,335,443,601,782,988,1298,1793,2226,2621,2968,3291,3464,3486,3530,3537,3515,3476,3419,3355,3272,3202,3208,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FARNLEY CRESCENT,84,140,195,275,364,447,608,882,1230,1645,2031,2333,2704,3109,3547,3995,4506,5008,5526,6018,6500,6954,7357,7720,8042,8342,8344,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FENTON LANE,33,56,85,134,186,228,307,405,503,615,764,975,1164,1338,1490,1632,1712,1738,1778,1799,1805,1803,1795,1785,1768,1760,1762,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FERRYBRIDGE A 11KV,211,365,522,753,1013,1258,1731,2293,2839,3487,4138,4756,5423,6135,6869,7605,8366,9031,9754,10368,10936,11463,11920,12335,12693,13050,13058,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FIR TREE LANE,43,69,97,137,176,210,275,517,910,1379,1842,2253,2738,3250,3801,4362,4972,5579,6188,6790,7382,7929,8406,8822,9176,9487,9489,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FIRST AVENUE,66,104,143,199,260,318,429,645,939,1289,1639,1959,2325,2713,3127,3549,4020,4480,4948,5389,5813,6204,6541,6834,7081,7299,7302,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FIRTH BROWN,17,25,43,70,96,115,148,217,311,420,585,851,1087,1304,1505,1691,1784,1802,1830,1843,1842,1831,1808,1780,1740,1704,1708,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FISH DAM LANE,25,39,52,72,95,116,158,218,289,374,461,547,640,738,842,946,1061,1169,1281,1381,1475,1560,1633,1696,1747,1793,1795,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FLIXBOROUGH,38,61,93,143,194,237,315,447,611,802,1059,1428,1768,2087,2384,2666,2850,2968,3101,3207,3291,3354,3394,3419,3421,3423,3427,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
FOLLY HALL,52,72,94,128,164,198,262,393,578,797,1008,1184,1393,1617,1857,2101,2368,2623,2884,3137,3385,3619,3828,4015,4181,4336,4339,NPgY,Primary,NG FES - Holistic Transition (without DH HPs),Number of heat pumps (total)
