Primary,2024/25,2025/26,2026/27,2027/28,2028/29,2029/30,2030/31,2031/32,2032/33,2033/34,2034/35,2035/36,2036/37,2037/38,2038/39,2039/40,2040/41,2041/42,2042/43,2043/44,2044/45,2045/46,2046/47,2047/48,2048/49,2049/50,2050/51,Licence area,Voltage level,Scenario name,Output parameter
HEDON ROAD,12.359,12.25,12.156,12.077,12.013,11.962,11.927,11.905,11.892,11.889,11.892,11.894,11.901,11.912,11.926,11.943,11.959,11.969,11.977,11.985,11.99,11.993,11.994,11.993,11.991,11.988,11.982,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HEMSWORTH,7.406,7.633,7.887,8.255,8.665,9.091,9.707,10.401,11.086,11.782,12.841,14.31,15.423,16.369,17.272,17.957,18.632,19.047,19.342,19.61,19.866,20.049,20.21,20.337,20.477,20.617,20.702,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HESSLE ROAD 1,3.483,3.531,4.218,4.304,4.408,4.518,4.676,4.841,5.004,5.191,5.363,5.481,5.631,5.771,5.925,6.076,6.23,6.332,6.429,6.533,6.629,6.71,6.786,6.846,6.911,6.969,6.994,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HESSLE ROAD 2,5.777,5.8,5.845,5.914,6.005,6.117,6.264,6.434,6.611,6.8,6.989,7.152,7.333,7.491,7.654,7.81,7.961,8.068,8.169,8.274,8.37,8.454,8.529,8.589,8.652,8.708,8.749,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HIBALDSTOW,9.767,9.995,10.501,10.859,11.254,11.688,12.303,13.159,14.037,14.923,16.228,18.025,19.414,20.597,21.714,22.61,23.485,24.058,24.499,24.9,25.273,25.539,25.765,25.947,26.144,26.334,26.475,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HICKLETON,6.472,6.598,7.173,7.382,7.604,7.839,8.173,8.551,8.927,9.333,9.717,10.017,10.384,10.701,11.04,11.371,11.707,11.917,12.123,12.362,12.585,12.778,12.958,13.104,13.247,13.375,13.437,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HILLCREST,14.862,14.861,14.94,15.119,15.326,15.582,15.974,16.528,17.137,17.834,18.477,18.931,19.528,20,20.607,21.231,21.857,22.202,22.561,23.101,23.593,24.026,24.416,24.706,24.977,25.193,25.205,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HOLBECK,18.696,18.634,20.682,20.785,20.969,21.193,21.487,21.755,22.041,22.387,22.718,22.933,23.21,23.457,23.773,24.101,24.434,24.638,24.851,25.211,25.545,25.844,26.124,26.349,26.556,26.738,26.798,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HOLDERNESS,13.284,13.402,13.728,14.008,14.315,14.657,15.228,16.151,17.114,18.155,19.274,20.347,21.394,22.298,23.301,24.237,25.169,25.733,26.255,26.852,27.4,27.862,28.278,28.601,28.914,29.171,29.224,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HOLME UPON SPALDING MOOR,6.635,6.703,6.963,7.074,7.205,7.348,7.552,7.816,8.088,8.377,8.837,9.492,9.966,10.393,10.788,11.088,11.389,11.606,11.784,11.947,12.102,12.212,12.311,12.401,12.499,12.597,12.677,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HONLEY,11.517,11.512,11.535,11.605,11.711,11.854,12.077,12.386,12.708,13.041,13.367,13.65,13.984,14.253,14.545,14.827,15.105,15.275,15.432,15.604,15.758,15.886,15.998,16.072,16.146,16.204,16.222,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HOPE,4.765,4.751,4.757,4.772,4.8,4.843,4.916,5.03,5.15,5.266,5.414,5.601,5.771,5.901,6.025,6.125,6.22,6.27,6.31,6.355,6.393,6.423,6.447,6.459,6.472,6.481,6.483,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HORBURY,9.824,9.963,11.449,11.709,12,12.325,12.815,13.539,14.292,15.072,15.826,16.447,17.155,17.747,18.434,19.108,19.775,20.188,20.586,21.058,21.491,21.869,22.213,22.48,22.738,22.954,23.024,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
HOUGHTON MAIN,7.471,7.639,7.838,8.122,8.42,8.74,9.212,9.815,10.425,11.059,11.905,12.963,13.828,14.56,15.271,15.85,16.418,16.767,17.04,17.315,17.57,17.767,17.941,18.076,18.216,18.344,18.405,NPgY,Primary,NG FES - Hydrogen Evolution,Total peak demand with ToUT (MW)
